Naziv projekta,Fond,Šifra operativnog programa,Operativni program,NUTSII,Županija,Korisnik,Osobni identifikacijski broj,Datum ugovaranja,Zaključni datum provedbe aktivnosti,Bespovratna sredstva,Ukupno prihvatljivi troškovi,,,,,
"Organizirano stanovanje za odrasle osobe s mentalnim oštećenjima uz potporu stručnih radnika u svrhu pružanja deistitucionaliziranog oblika socijalne skrbi, destigmatizacija, resocijalizacija, uključivanje u društvo",Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,DOM ZA PSIHIČKI BOLESNE ODRASLE OSOBE TROGIR ,50259535567,21.05.2014,21.11.2015,"1.260.431,41 €","1.406.888,56 €",,,,,
Volontiranje – šansa za nove kompetencije,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Volonterski centar - Osijek ,64735588578,12.02.2015,12.06.2016,"1.114.877,37 €","1.173.678,73 €",,,,,
MEDINFO – Razvoj kurikuluma za Interdisciplinarni poslijediplomski specijalistički studij medicinske informatike,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,"Fakultet organizacije i informatike, Sveučilište u Zagrebu",2024882310,27.06.2013,18.02.2015,"932.424,80 €","1.287.168,42 €",,,,,
"Razvoj elemenata kvalifikacija, programa i kurikuluma u dijelu računalne kompetencije u osnovnoškolskom obrazovanju",Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Hrvatska akademska i istraživačka mreža - CARNet ,58101996540,27.06.2013,18.02.2015,"3.043.845,72 €","3.346.356,37 €",,,,,
Modernizacija doktorske izobrazbe kroz implementaciju HKO-a,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Sveučilište u Zagrebu ,36612267447,27.06.2013,18.02.2015,"2.029.793,16 €","2.229.806,82 €",,,,,
Osmišljavanje i razvoj preddiplomskog studija – Poduzetništvo u primjenjenoj umjetnosti i dizajnu,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Veleučilište Vern ,72704766886,27.06.2013,18.02.2015,"2.211.355,11 €","2.335.609,56 €",,,,,
"ME4CataLOGue - Hrvatski katalog znanja, vještina i kompetencija za studije strojarstva zasnovan na ishodima učenja (za prediplomski, diplomski i doktorski studij)",Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,"Strojarski fakultet u Slavonskom Brodu, Sveučilište Josipa Jurja Strossmayera u Osijeku",65410788616,27.06.2013,18.02.2015,"2.338.701,46 €","3.226.685,24 €",,,,,
Osnaživanje škola za razvoj i implementaciju kurikuluma ,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Institut za društvena istraživanja u Zagrebu ,11986338639,27.06.2013,18.02.2015,"1.715.818,46 €","1.897.399,63 €",,,,,
"Učiti danas – raditi sutra, To4To",Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,DIOPTER - Otvoreno Učilište ,34282875099,05.11.2010,05.11.2011,"1.926.456,26 €","2.266.419,19 €",,,,,
Razvoj nacionalnog standarda kvalifikacije za učitelje kao podloge za uvođenje sustava licenciranja učitelja,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Nacionalni centar za vanjsko vrednovanje obrazovanja ,94833993984,27.06.2013,18.02.2015,"1.766.221,02 €","2.576.168,33 €",,,,,
Klikni i uči,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,"Škola za umjetnost, dizajn, grafiku i odjeću Zabok",54719033509,21.09.2012,21.09.2013,"829.776,47 €","1.159.229,46 €",,,,,
Sigurnost djece na Internetu,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Osnovna škola Veliki Bukovec ,33624881058,27.06.2013,18.12.2014,"2.255.391,33 €","2.497.388,29 €",,,,,
Implementacija kulturne baštine u kurikulume strukovnih škola kao faktor ekonomskog razvoja i zapošljivosti učenika,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Komercijalno-trgovačka škola Split  ,71781493985,21.09.2012,21.09.2013,"1.518.778,68 €","1.680.994,69 €",,,,,
Konkurentno hrvatsko visoko obrazovanje za bolju zapošljivost,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Agencija za znanost i visoko obrazovanje ,83358955356,27.06.2013,18.02.2015,"3.029.297,11 €","4.109.193,00 €",,,,,
Odgovorno poslovanje čisti svijet!,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Mreža udruga osoba s invaliditetom Dalmacije - M.U.O.S.I.D. ,62105951124,30.04.2015,30.06.2016,"1.013.904,43 €","1.446.574,84 €",,,,,
Želim ti biti prijatelj,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,"Sto Koluri Split, Hrvatska udruga za psihosocijalno zdravlje",35526489850,31.08.2010,31.08.2011,"1.351.641,04 €","1.590.165,89 €",,,,,
Podrška uključivanju djece s teškoćama u razvoju u redovne vrtiće u Hrvatskoj,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Hrvatska udruga za ranu intervenciju u djetinjstvu ,61696311437,21.08.2013,21.02.2015,"940.942,25 €","1.414.312,72 €",,,,,
Za bolje sutra,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Turističko-ugostiteljska i prehrambena škola Bjelovar ,39027871727,21.08.2013,21.12.2014,"1.629.816,40 €","2.065.935,33 €",,,,,
Studirajmo zajedno,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,"Sveučilište u Splitu, Ekonomski fakultet",84477684422, povećanje interesa osoba s oštećenjem vida za studiranje, osposobljena dva fakulteta za osobe s oštećenjem vida te, osigurana inkluzija istih u studentsku zajednicu. Ciljna skupina su osobe s oštećenjem vida.,21.08.2013,21.02.2015,"1.795.229,24 €","2.249.942,66 €",,
"Ispitivanje socijalne uključenosti i kvaliteta podrške u predškolskim, osnovnoškolskim i srednjoškolskim obrazovnim ustanovama za djecu i studente s poremećajima autističkog spektra (ASD) i poremećajem hiperaktivnosti i deficita pažnje(ADHD)",Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,"Sveučilište u Zagrebu, Edukacijsko-rehabilitacijski fakultet",34967762426,21.08.2013,21.02.2015,"843.495,12 €","1.082.792,18 €",,,,,
Multidimenzionalna analiza socijalne uključenosti djece s teškoćama i studenata s invaliditetom u obrazovnom procesu,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Hrvatski savez gluhoslijepih osoba Dodir ,48953641019,21.08.2013,21.11.2014,"1.030.442,70 €","1.304.522,94 €",,,,,
Kuća sretnog čovjeka,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Udruga osoba s invaliditetom „Agape“ Omiš ,66257441622,22.07.2013,22.01.2015,"1.005.182,86 €","1.210.334,53 €",,,,,
Razvoj mobilne podrške usluga za slijepe osobe u Hrvatskoj,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Hrvatska udruga za školovanje pasa vodiča i mobilitet ,84108603042,27.08.2013,27.02.2015,"1.452.333,41 €","1.647.196,80 €",,,,,
Dječji osmijeh ,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,UDRUGA TJELESNIH INVALIDA TOMS ,32404253978,31.07.2013,31.01.2015,"1.034.256,19 €","1.156.368,79 €",,,,,
Za vaše uključivanje,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,"Hrvatski zavod za zapošljavanje, Područni ured Sisak",91547293790,12.11.2014,12.03.2016,"821.815,01 €","907.080,56 €",,,,,
INOVA – inovativne inicijative za zapošljavanje dugotrajno nezaposlenih osoba,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Učilište Studium - ustanova za obrazovanje odraslih ,4198000932,19.01.2015,19.09.2016,"1.531.710,80 €","1.652.509,29 €",,,,,
Snaga mladih – Snaga sutrašnjice,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Ekonomsko-birotehnička škola ,53389458394,08.01.2015,08.07.2016,"1.080.619,08 €","1.138.572,41 €",,,,,
"Cluster za društvene inovacije, razvoj i edukaciju lokalnog partnerstva za zapošljavanje",Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,SPLITSKO-DALMATINSKA,Zdravi grad ,1652012128,18.10.2013,18.04.2015,"196.836,04 €","233.799,83 €",,,,,
Razvoj vještina POU Knin,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,PUČKO OTVORENO UČILIŠTE KNIN ,6161043479,23.12.2013,23.12.2014,"859.112,89 €","967.905,43 €",,,,,
SEM ( Sektorski edukacijski model),Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Gospodarska škola Varaždin ,78424884380,18.10.2013,18.10.2014,"1.138.059,16 €","1.392.632,38 €",,,,,
Pčelarski inkubator ,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Veleučilište u Požegi ,14821098391,18.10.2013,18.10.2014,"965.168,31 €","1.110.665,44 €",,,,,
Ukusne kompetencije,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Pučko otvoreno učilište Zagreb ,17480760019,22.10.2010,22.10.2011,"1.090.612,78 €","1.464.302,83 €",,,,,
Žene na tržištu rada,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Hrvatski zavod za zapošljavanje ,91547293790,26.02.2009,22.08.2012,"6.675.079,95 €","6.675.079,95 €",,,,,
Višerazinska podrška promociji socijalnog uključivanja i zapošljavanja osoba s posebnim potrebama te marginaliziranih skupina,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,"""ĆAKULA KROZ ŽIVOT"" Split",74676678754,03.12.2010,03.12.2011,"818.631,50 €","963.095,85 €",,,,,
Potpora socijalnoj uključenosti i integraciji na tržište rada žena koje su preživjele obiteljsko nasilje te druge oblike rodno uvjetovanog nasilja,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,AUTONOMNA ŽENSKA KUĆA ZAGREB - ŽENE PROTIV NASILJA NAD ŽENAMA ,25904655993,03.12.2010,03.12.2011,"861.610,28 €","1.013.778,44 €",,,,,
Utiranje puta iz siromaštva i nasilja prema financijskoj i emocionalnoj stabilnosti,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,"B.a.B.e. - ""BUDI AKTIVNA - BUDI EMANCIPIRAN""",84490583679,03.12.2010,03.12.2011,"913.417,02 €","1.080.966,89 €",,,,,
FENIKS – projekt socijalnog uključivanja liječenih ovisnika,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Organizacija za građanske inicijative ,8485725510,03.12.2010,03.12.2011,"606.737,19 €","713.808,46 €",,,,,
Transfer tehnologije i komercijalizacija inovacija u sektoru hrane Šibensko-kninske županije,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Adriatic Croatia,ŠIBENSKO-KNINSKA,Veleučilište Marko Marulić ,13664089430,08.04.2013,08.04.2015,"3.098.367,76 €","3.724.895,13 €",,,,,
Ubrzana identifikacija stanica u kliničkoj primjeni,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Adriatic Croatia,ŠIBENSKO-KNINSKA,Institut Ruđer Bošković ,69715301002,19.03.2013,19.03.2015,"4.069.748,15 €","4.834.578,50 €",,,,,
Aditivne tehnologije za mala i srednje velika poduzeća,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Adriatic Croatia,ŠIBENSKO-KNINSKA,FAKULTET STROJARSTVA I BRODOGRADNJE SVEUČILIŠTA U ZAGREBU ,22910368449,29.03.2013,29.03.2015,"4.226.742,89 €","5.001.470,66 €",,,,,
Tehnologija električnih strojeva s trajnim magnetom za povećanje energetske učinkovitosti u električnoj vuči i brodskoj propulziji,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Adriatic Croatia,ŠIBENSKO-KNINSKA,Sveučilište u Zagrebu Fakultet elektrotehnike i računarstva ,57029260362,08.04.2013,08.04.2015,"1.818.760,07 €","2.141.229,16 €",,,,,
Inovativna meteorološka podrška upravljanju energijom vjetra,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Adriatic Croatia,ŠIBENSKO-KNINSKA,Državni hidrometeorološki zavod ,74660437164,09.04.2013,09.04.2015,"3.357.348,99 €","4.104.338,62 €",,,,,
Kompetencijska mreža zasnovana na informacijsko-komunikacijskim tehnologijama za inovativne usluge namijenjene osobama sa složenim komunikacijskim potrebama,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Adriatic Croatia,ŠIBENSKO-KNINSKA,Sveučilište u Zagrebu Fakultet elektrotehnike i računarstva ,57029260362,29.03.2013,29.03.2015,"4.210.720,01 €","5.876.790,02 €",,,,,
Revitalizacija tvrđave sv. Mihovila u Šibeniku,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Adriatic Croatia,ŠIBENSKO-KNINSKA,Grad Šibenik ,55644094063,27.04.2012,27.07.2014,"7.659.103,92 €","12.763.045,99 €",,,,,
Razvoj turizma na rubnim područjima Nacionalnog parka Krka,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Adriatic Croatia,ŠIBENSKO-KNINSKA,GRAD DRNIŠ ,38309740312,16.06.2014,16.06.2016,"4.077.679,89 €","4.841.700,19 €",,,,,
"Barone: otkrivanje bogate prošlosti – put prema uspješnoj budućnosti”
",Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Adriatic Croatia,ŠIBENSKO-KNINSKA,Grad Šibenik ,55644094063,16.06.2014,29.02.2016,"7.612.580,18 €","10.548.122,80 €",,,,,
Uređenje i opremanje Razvojno-inovacijskog centra (iNavis) u Šibeniku,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Adriatic Croatia,ŠIBENSKO-KNINSKA,JAVNA USTANOVA RAZVOJNA AGENCIJA ŠIBENSKO-KNINSKE ŽUPANIJE za koordinaciju i poticanje regionalnog razvoja šibensko-kninske županije ,21715496907,16.06.2014,16.06.2016,"7.655.769,98 €","9.748.847,50 €",,,,,
Dovršenje memorijalnog centra Faust Vrančić,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Adriatic Croatia,ŠIBENSKO-KNINSKA,Grad Vodice-Gradsko vijeće ,87678851693,17.12.2010,03.05.2013,"7.352.928,00 €","10.006.706,56 €",,,,,
Službe za radne aktivnosti uz podršku za osobe s intelektualnim teškoćama,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Udruga za promicanje inkluzije ,50162948091,03.12.2010,03.12.2011,"822.095,34 €","973.931,24 €",,,,,
"Unaprjeđenje vodoopskrbnog i kanalizacijakog sustava sa uređajem za pročišćavanje otpadnih voda za grad Drniš 
",Kohezijski fond,EN,Okoliš,Adriatic Croatia,ŠIBENSKO-KNINSKA,"Hrvatske vode, pravna osoba za upravljanje vodama",28921383001,28.09.2009,31.12.2016,"35.080.827,15 €","49.402.485,00 €",,,,,
Poboljšanje sustava vodoopskrbe i odvodnje i izgradnja uređaja za pročišćavanje otpadnih voda u gradu Kninu ,Kohezijski fond,EN,Okoliš,Adriatic Croatia,ŠIBENSKO-KNINSKA,"Hrvatske vode, pravna osoba za upravljanje vodama",28921383001,06.11.2009,31.12.2016,"76.318.245,59 €","120.074.363,56 €",,,,,
Razvoj poslovne infrastrukture u poduzetničkoj zoni Kosa,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Adriatic Croatia,ŠIBENSKO-KNINSKA,Grad Skradin ,69995449367,03.12.2012,03.09.2014,"6.431.703,47 €","8.613.504,10 €",,,,,
Turistička valorizacija kanala Sv. Ante u Šibeniku,Europski fond za regionalni razvoj,RC,Regionalna konkurentnost,Adriatic Croatia,ŠIBENSKO-KNINSKA,JAVNA USTANOVA ZA UPRAVLJANJE ZAŠTIĆENIM PODRUČJIMA I DRUGIM ZAŠTIĆENIM PRIRODNIM VRIJEDNOSTIMA NA PODRUČJU ŠIBENSKO-KNINSKE ŽUPANIJE ,95903273622,01.03.2012,01.03.2014,"7.659.296,25 €","10.979.495,80 €",,,,,
Zajedno za prirodu i okoliš,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,"Udruga za prirodu, okoliš i održivi razvoj Sunce",17644269011,09.12.2013,09.12.2015,"459.491,21 €","916.233,81 €",,,,,
"Djelujemo lokalno, ali jasno, kompetentno i glasno",Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,"B.a.b.e. - ""Budi aktivna - budi emancipiran""",84490583679,10.02.2014,10.04.2015,"698.005,95 €","821.183,50 €",,,,,
Uz aktivno građanstvo prema razvoju i boljoj kvaliteti života u lokalnim zajednicama u Južnoj Hrvatskoj,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Udruga za promicanje ljudskih prava i medijskih sloboda Cenzura Plus ,13770912259,12.11.2013,12.11.2015,"459.558,00 €","540.669,99 €",,,,,
Razvoj Partnerskog vijeća za tržište rada Šibensko-kninske županije,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Javna ustanova Razvojna agencija Šibensko-kninske županije ,21715496907,14.10.2013,14.10.2014,"177.839,91 €","238.967,86 €",,,,,
Partnerstvom do zaposlenja ,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Organizacija za građanske inicijative ,8485725510,26.01.2011,26.01.2012,"602.733,29 €","709.097,99 €",,,,,
Karijera i obrazovanje u skladu – za sve,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Hrvatska zajednica pučkih otvorenih učilišta ,26670675421,26.01.2011,26.01.2012,"750.112,70 €","887.497,26 €",,,,,
Od kuhanja do zaposlenja,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,PUČKO OTVORENO UČILIŠTE NOVSKA ,87624359246,02.05.2011,02.05.2012,"893.658,78 €","1.077.606,14 €",,,,,
"Organizirano stanovanje za odrasle osobe s mentalnim oštećenjima uz potporu stručnih radnika u svrhu pružanja deistitucionaliziranog oblika socijalne skrbi, destigmatizacija, resocijalizacija, uključivanje u društvo",Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,DOM ZA PSIHIČKI BOLESNE ODRASLE OSOBE TROGIR ,50259535567,21.05.2014,21.11.2015,"1.260.431,41 €","1.406.888,56 €",,,,,
Prema punim potencijalima – Volontiranje osnažuje ljude i zajednice,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Mreža mladih Hrvatske ,25858858563,10.03.2014,10.09.2015,"919.066,98 €","1.177.837,96 €",,,,,
Garancija za SVE mlade,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Mreža mladih Hrvatske ,25858858563,10.02.2014,10.08.2015,"765.856,85 €","917.303,73 €",,,,,
Vol. UP  za volontiranje,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Hrvatski crveni križ ,72527253659,10.03.2014,10.09.2015,"765.512,95 €","900.603,47 €",,,,,
"Modernizacija obrazovnog programa za zanimanje mljekar-sirar, MOTO",Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Prirodoslovna škola Karlovac ,78360781271,05.11.2010,05.11.2011,"1.076.394,82 €","1.266.495,89 €",,,,,
Osnaživanje škola za razvoj i implementaciju kurikuluma ,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Institut za društvena istraživanja u Zagrebu ,11986338639,27.06.2013,18.02.2015,"1.715.818,46 €","1.897.399,63 €",,,,,
Afirmativna nastava i inovativno učenje i poučavanje u gimnazijama u okviru Hrvatskog kvalifikacijskog okvira,Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,"V. gimnazija, Zagreb",82578349629,27.06.2013,18.02.2015,"2.882.046,08 €","3.377.925,55 €",,,,,
"Razvoj elemenata kvalifikacija, programa i kurikuluma u dijelu računalne kompetencije u osnovnoškolskom obrazovanju",Europski socijani fond,HR,Razvoj ljudskih potencijala,Adriatic Croatia,ŠIBENSKO-KNINSKA,Hrvatska akademska i istraživačka mreža - CARNet ,58101996540,27.06.2013,18.02.2015,"3.043.845,72 €","3.346.356,37 €",,,,,
